attempt_exact_match_rate,attempt_score_cv,attempt_score_mean,attempt_score_stddev,attempts,case_id,difficulty,estimated_cost_usd_total,failure_families_case_json,failure_family_primary_case,language,model,pass,prompt_sensitive_failure,prompt_sensitive_failure_rate,repairability_class,stable_failure,stable_failure_rate,stable_success,wall_s_total
0.0,0.7071067811865476,0.14444444444444443,0.10213764617139019,3,pass3.query8,hard,0.0,"[""aggregation_numeric"", ""decision_support"", ""join_key_integrity"", ""orphan_key_audit""]",decision_support,sql,codellama-70b-sqlbench:latest,3,False,0.0,strict,True,1.0,False,286.6542687220208
0.0,0.0,0.7375000000000002,0.0,3,pass3.query9,hard,0.0,"[""aggregation_numeric"", ""decision_support"", ""failure_family_audit"", ""join_key_integrity"", ""orphan_key_audit""]",failure_family_audit,sql,codellama-70b-sqlbench:latest,3,False,0.0,strict,True,1.0,False,190.79760077100946
0.0,0.0,0.8500000000000001,0.0,3,pass4.query1,extra_hard,0.0,"[""audit_reconciliation"", ""expression_mapping"", ""presentation_table"", ""repairability_review""]",audit_reconciliation,python,codellama-70b-sqlbench:latest,4,False,0.0,strict,True,1.0,False,238.75366623300943
0.0,0.0,1.0,0.0,3,pass4.query10,extra_hard,0.0,"[""audit_reconciliation"", ""expression_mapping"", ""presentation_table"", ""repairability_review""]",repairability_review,python,codellama-70b-sqlbench:latest,4,False,0.0,human_repairable,True,1.0,False,312.463956142019
0.0,0.0,0.2333333333333333,0.0,3,pass4.query2,extra_hard,0.0,"[""aggregation_numeric"", ""audit_reconciliation"", ""expression_mapping"", ""presentation_table"", ""repairability_review""]",aggregation_numeric,python,codellama-70b-sqlbench:latest,4,False,0.0,strict,True,1.0,False,165.72252862999449
0.0,0.3535533905932738,0.2333333333333333,0.08249579113843054,3,pass4.query3,extra_hard,0.0,"[""audit_reconciliation"", ""decision_support"", ""expression_mapping"", ""presentation_table"", ""repairability_review""]",decision_support,python,codellama-70b-sqlbench:latest,4,False,0.0,strict,True,1.0,False,285.97097157198004
0.0,0.0,0.5499999999999999,0.0,3,pass4.query4,extra_hard,0.0,"[""audit_reconciliation"", ""decision_support"", ""expression_mapping"", ""presentation_table"", ""repairability_review""]",decision_support,python,codellama-70b-sqlbench:latest,4,False,0.0,strict,True,1.0,False,155.44794364398695
0.0,0.0,0.47600000000000003,0.0,3,pass4.query5,extra_hard,0.0,"[""audit_reconciliation"", ""expression_mapping"", ""presentation_table"", ""repairability_review""]",expression_mapping,python,codellama-70b-sqlbench:latest,4,False,0.0,strict,True,1.0,False,213.09440863097552
0.0,0.10878565864408427,0.7366666666666667,0.08013876853447541,3,pass4.query6,extra_hard,0.0,"[""audit_reconciliation"", ""decision_support"", ""expression_mapping"", ""presentation_table"", ""repairability_review""]",decision_support,python,codellama-70b-sqlbench:latest,4,False,0.0,strict,True,1.0,False,184.60770984200644
0.0,0.0,0.0,0.0,3,pass4.query7,extra_hard,0.0,"[""audit_reconciliation"", ""expression_mapping"", ""orphan_key_audit"", ""presentation_table"", ""repairability_review""]",orphan_key_audit,python,codellama-70b-sqlbench:latest,4,False,0.0,strict,True,1.0,False,140.13326113598305
0.0,0.11602195522794792,0.5369047619047619,0.06229274024738632,3,pass4.query8,extra_hard,0.0,"[""audit_reconciliation"", ""expression_mapping"", ""presentation_table"", ""repairability_review""]",presentation_table,python,codellama-70b-sqlbench:latest,4,False,0.0,strict,True,1.0,False,734.7805676360149
0.0,0.15125278741958234,0.5194444444444444,0.0785674201318386,3,pass4.query9,extra_hard,0.0,"[""audit_reconciliation"", ""decision_support"", ""expression_mapping"", ""presentation_table"", ""repairability_review""]",decision_support,python,codellama-70b-sqlbench:latest,4,False,0.0,strict,True,1.0,False,210.46346537096542
0.0,0.0,0.56,0.0,3,pass5.query1,extreme_hard,0.0,"[""decision_support"", ""expression_transform"", ""ranking_and_priority"", ""statistical_summary""]",expression_transform,python,codellama-70b-sqlbench:latest,5,False,0.0,strict,True,1.0,False,337.44031283300137
0.0,0.2693740118805896,0.42,0.11313708498984765,3,pass5.query10,extreme_hard,0.0,"[""decision_support"", ""expression_transform"", ""ranking_and_priority"", ""statistical_summary""]",statistical_summary,python,codellama-70b-sqlbench:latest,5,False,0.0,strict,True,1.0,False,240.34121889300877
0.0,0.3798333750278581,0.37370370370370365,0.14194513903818842,3,pass5.query2,extreme_hard,0.0,"[""decision_support"", ""expression_transform"", ""ranking_and_priority"", ""statistical_summary""]",expression_transform,python,codellama-70b-sqlbench:latest,5,False,0.0,strict,True,1.0,False,295.73341918797814
0.0,0.45126440775323057,0.3120833333333333,0.1408321005863207,3,pass5.query3,extreme_hard,0.0,"[""decision_support"", ""expression_transform"", ""ranking_and_priority"", ""statistical_summary""]",statistical_summary,python,codellama-70b-sqlbench:latest,5,False,0.0,strict,True,1.0,False,317.7393224859843
0.0,0.0,0.6999999999999998,0.0,3,pass5.query4,extreme_hard,0.0,"[""decision_support"", ""expression_transform"", ""ranking_and_priority"", ""statistical_summary""]",statistical_summary,python,codellama-70b-sqlbench:latest,5,False,0.0,strict,True,1.0,False,197.9571045699995
0.0,0.28400190391918717,0.33888888888888885,0.0962450896615023,3,pass5.query5,extreme_hard,0.0,"[""decision_support"", ""expression_transform"", ""ranking_and_priority"", ""statistical_summary""]",decision_support,python,codellama-70b-sqlbench:latest,5,False,0.0,strict,True,1.0,False,377.10809928301023
0.0,0.0,0.48000000000000004,0.0,3,pass5.query6,extreme_hard,0.0,"[""decision_support"", ""expression_transform"", ""ranking_and_priority"", ""statistical_summary""]",statistical_summary,python,codellama-70b-sqlbench:latest,5,False,0.0,strict,True,1.0,False,277.65533307997975
0.0,0.030743773095067314,0.7666666666666666,0.023570226039551605,3,pass5.query7,extreme_hard,0.0,"[""decision_support"", ""expression_transform"", ""ranking_and_priority"", ""repeatability_probe"", ""statistical_summary""]",repeatability_probe,python,codellama-70b-sqlbench:latest,5,False,0.0,strict,True,1.0,False,237.5167872919992
0.0,0.007142492739258061,0.7920000000000001,0.005656854249492385,3,pass5.query8,extreme_hard,0.0,"[""decision_support"", ""expression_transform"", ""ranking_and_priority"", ""statistical_summary""]",decision_support,python,codellama-70b-sqlbench:latest,5,False,0.0,strict,True,1.0,False,402.52197225100826
0.0,0.7071067811865475,0.18888888888888888,0.13356461422412563,3,pass5.query9,extreme_hard,0.0,"[""decision_support"", ""expression_transform"", ""ranking_and_priority"", ""statistical_summary""]",ranking_and_priority,python,codellama-70b-sqlbench:latest,5,False,0.0,strict,True,1.0,False,209.94832817598945
0.0,0.0,0.9,0.0,3,pass1.query1,easy,0.0,"[""aggregation_numeric"", ""inner_join_accuracy"", ""outer_join_coverage"", ""sorting_presentation""]",inner_join_accuracy,sql,command-r-plus-sqlbench:latest,1,False,0.0,strict,True,1.0,False,1308.4443414590205
0.3333333333333333,0.0,1.0,0.0,3,pass1.query10,easy,0.0,"[""aggregation_numeric"", ""inner_join_accuracy"", ""join_key_integrity"", ""outer_join_coverage"", ""sorting_presentation""]",join_key_integrity,sql,command-r-plus-sqlbench:latest,1,True,1.0,strict,False,0.0,False,498.5835682299221
0.0,0.0,0.7888888888888889,0.0,3,pass1.query2,easy,0.0,"[""aggregation_numeric"", ""inner_join_accuracy"", ""outer_join_coverage"", ""sorting_presentation""]",sorting_presentation,sql,command-r-plus-sqlbench:latest,1,False,0.0,strict,True,1.0,False,952.5924415839836
0.0,0.0,1.0,0.0,3,pass1.query3,easy,0.0,"[""aggregation_numeric"", ""inner_join_accuracy"", ""outer_join_coverage"", ""sorting_presentation""]",outer_join_coverage,sql,command-r-plus-sqlbench:latest,1,False,0.0,strict,True,1.0,False,1146.2952861619997
0.0,0.0,0.9700000000000001,0.0,3,pass1.query4,easy,0.0,"[""aggregation_numeric"", ""inner_join_accuracy"", ""outer_join_coverage"", ""sorting_presentation""]",outer_join_coverage,sql,command-r-plus-sqlbench:latest,1,False,0.0,strict,True,1.0,False,445.79113651404623
0.0,0.0,0.8571428571428572,0.0,3,pass1.query5,easy,0.0,"[""aggregation_numeric"", ""inner_join_accuracy"", ""outer_join_coverage"", ""snowflake_traversal"", ""sorting_presentation""]",snowflake_traversal,sql,command-r-plus-sqlbench:latest,1,False,0.0,strict,True,1.0,False,819.3367686889251
0.0,0.0,0.7375000000000002,0.0,3,pass1.query6,easy,0.0,"[""aggregation_numeric"", ""inner_join_accuracy"", ""outer_join_coverage"", ""sorting_presentation""]",aggregation_numeric,sql,command-r-plus-sqlbench:latest,1,False,0.0,strict,True,1.0,False,281.5277526010177
0.0,0.05656854249492379,0.4166666666666667,0.02357022603955158,3,pass1.query7,easy,0.0,"[""aggregation_numeric"", ""inner_join_accuracy"", ""outer_join_coverage"", ""sorting_presentation""]",aggregation_numeric,sql,command-r-plus-sqlbench:latest,1,False,0.0,strict,True,1.0,False,341.64309464598773
0.0,0.0,0.8000000000000002,0.0,3,pass1.query8,easy,0.0,"[""aggregation_numeric"", ""inner_join_accuracy"", ""outer_join_coverage"", ""sorting_presentation""]",aggregation_numeric,sql,command-r-plus-sqlbench:latest,1,False,0.0,strict,True,1.0,False,338.94181337801274
0.0,0.0,0.8333333333333334,0.0,3,pass1.query9,easy,0.0,"[""aggregation_numeric"", ""decision_support"", ""inner_join_accuracy"", ""outer_join_coverage"", ""sorting_presentation""]",decision_support,sql,command-r-plus-sqlbench:latest,1,False,0.0,strict,True,1.0,False,407.48823316197377
0.0,0.0,0.7444444444444445,0.0,3,pass2.query1,medium,0.0,"[""aggregation_numeric"", ""decision_support"", ""outer_join_coverage"", ""snowflake_traversal""]",snowflake_traversal,sql,command-r-plus-sqlbench:latest,2,False,0.0,strict,True,1.0,False,884.909672250913
0.0,0.12191496227354265,0.7733333333333334,0.09428090415820632,3,pass2.query10,medium,0.0,"[""aggregation_numeric"", ""decision_support"", ""outer_join_coverage"", ""snowflake_traversal""]",decision_support,sql,command-r-plus-sqlbench:latest,2,False,0.0,strict,True,1.0,False,858.3293799629319
0.0,0.0,1.0,0.0,3,pass2.query2,medium,0.0,"[""aggregation_numeric"", ""decision_support"", ""outer_join_coverage"", ""snowflake_traversal""]",outer_join_coverage,sql,command-r-plus-sqlbench:latest,2,False,0.0,strict,True,1.0,False,1219.5086234250339
0.0,0.0,0.9,0.0,3,pass2.query3,medium,0.0,"[""aggregation_numeric"", ""decision_support"", ""outer_join_coverage"", ""snowflake_traversal""]",outer_join_coverage,sql,command-r-plus-sqlbench:latest,2,False,0.0,strict,True,1.0,False,795.8758485690341
0.0,0.25996572837740717,0.37777777777777777,0.09820927516479826,3,pass2.query4,medium,0.0,"[""aggregation_numeric"", ""decision_support"", ""outer_join_coverage"", ""snowflake_traversal""]",aggregation_numeric,sql,command-r-plus-sqlbench:latest,2,False,0.0,strict,True,1.0,False,492.8256955619436
0.0,0.06428243465332249,0.36666666666666664,0.02357022603955158,3,pass2.query5,medium,0.0,"[""aggregation_numeric"", ""decision_support"", ""outer_join_coverage"", ""snowflake_traversal""]",aggregation_numeric,sql,command-r-plus-sqlbench:latest,2,False,0.0,strict,True,1.0,False,427.2656397470273
0.0,0.0,0.625,0.0,3,pass2.query6,medium,0.0,"[""aggregation_numeric"", ""decision_support"", ""outer_join_coverage"", ""snowflake_traversal""]",snowflake_traversal,sql,command-r-plus-sqlbench:latest,2,False,0.0,strict,True,1.0,False,446.85947209299775
0.0,0.0,0.77,0.0,3,pass2.query7,medium,0.0,"[""aggregation_numeric"", ""decision_support"", ""outer_join_coverage"", ""snowflake_traversal""]",outer_join_coverage,sql,command-r-plus-sqlbench:latest,2,False,0.0,strict,True,1.0,False,579.8395648630103
0.0,0.0,0.0,0.0,3,pass2.query8,medium,0.0,"[""aggregation_numeric"", ""decision_support"", ""outer_join_coverage"", ""snowflake_traversal""]",aggregation_numeric,sql,command-r-plus-sqlbench:latest,2,False,0.0,strict,True,1.0,False,582.8720502789947
0.0,0.0,0.36666666666666664,0.0,3,pass2.query9,medium,0.0,"[""aggregation_numeric"", ""decision_support"", ""outer_join_coverage"", ""snowflake_traversal""]",decision_support,sql,command-r-plus-sqlbench:latest,2,False,0.0,human_repairable,True,1.0,False,813.8437369169551
0.0,0.0,1.0,0.0,3,pass3.query1,hard,0.0,"[""aggregation_numeric"", ""decision_support"", ""join_key_integrity"", ""orphan_key_audit""]",join_key_integrity,sql,command-r-plus-sqlbench:latest,3,False,0.0,strict,True,1.0,False,1230.7927043468808
0.0,0.024382992454708555,0.4833333333333334,0.011785113019775802,3,pass3.query10,hard,0.0,"[""aggregation_numeric"", ""decision_support"", ""join_key_integrity"", ""orphan_key_audit""]",decision_support,sql,command-r-plus-sqlbench:latest,3,False,0.0,strict,True,1.0,False,422.1680703049642
0.0,0.22788275412647027,0.4395833333333334,0.10017346066809424,3,pass3.query2,hard,0.0,"[""aggregation_numeric"", ""decision_support"", ""join_key_integrity"", ""orphan_key_audit""]",aggregation_numeric,sql,command-r-plus-sqlbench:latest,3,False,0.0,strict,True,1.0,False,668.2128118969849
0.0,0.0,0.47000000000000003,0.0,3,pass3.query3,hard,0.0,"[""aggregation_numeric"", ""decision_support"", ""join_key_integrity"", ""orphan_key_audit""]",orphan_key_audit,sql,command-r-plus-sqlbench:latest,3,False,0.0,strict,True,1.0,False,497.957489649998
0.0,0.0,0.44999999999999996,0.0,3,pass3.query4,hard,0.0,"[""aggregation_numeric"", ""decision_support"", ""join_key_integrity"", ""orphan_key_audit""]",aggregation_numeric,sql,command-r-plus-sqlbench:latest,3,False,0.0,strict,True,1.0,False,455.1199267889606
0.0,0.0,0.9199999999999999,0.0,3,pass3.query5,hard,0.0,"[""aggregation_numeric"", ""decision_support"", ""join_key_integrity"", ""orphan_key_audit"", ""outer_join_coverage""]",outer_join_coverage,sql,command-r-plus-sqlbench:latest,3,False,0.0,strict,True,1.0,False,399.5568469389691
0.0,0.3625898989790443,0.4815384615384615,0.1746009821237552,3,pass3.query6,hard,0.0,"[""aggregation_numeric"", ""decision_support"", ""join_key_integrity"", ""orphan_key_audit"", ""ranking_and_priority""]",ranking_and_priority,sql,command-r-plus-sqlbench:latest,3,False,0.0,strict,True,1.0,False,781.1099293369916
0.0,0.0,0.0,0.0,3,pass3.query7,hard,0.0,"[""aggregation_numeric"", ""decision_support"", ""join_key_integrity"", ""orphan_key_audit""]",orphan_key_audit,sql,command-r-plus-sqlbench:latest,3,False,0.0,strict,True,1.0,False,358.0852830670192
0.0,0.0,0.22499999999999998,0.0,3,pass3.query8,hard,0.0,"[""aggregation_numeric"", ""decision_support"", ""join_key_integrity"", ""orphan_key_audit""]",decision_support,sql,command-r-plus-sqlbench:latest,3,False,0.0,strict,True,1.0,False,540.8726768419729
0.0,0.0,0.6687499999999998,0.0,3,pass3.query9,hard,0.0,"[""aggregation_numeric"", ""decision_support"", ""failure_family_audit"", ""join_key_integrity"", ""orphan_key_audit""]",failure_family_audit,sql,command-r-plus-sqlbench:latest,3,False,0.0,strict,True,1.0,False,445.7445874249679
0.0,0.020203050891044145,0.875,0.017677669529663625,3,pass4.query1,extra_hard,0.0,"[""audit_reconciliation"", ""expression_mapping"", ""presentation_table"", ""repairability_review""]",audit_reconciliation,python,command-r-plus-sqlbench:latest,4,False,0.0,strict,True,1.0,False,476.30233828997007
0.0,0.0,1.0,0.0,3,pass4.query10,extra_hard,0.0,"[""audit_reconciliation"", ""expression_mapping"", ""presentation_table"", ""repairability_review""]",repairability_review,python,command-r-plus-sqlbench:latest,4,False,0.0,human_repairable,True,1.0,False,812.7008427310502
0.0,0.282842712474619,0.2916666666666667,0.08249579113843054,3,pass4.query2,extra_hard,0.0,"[""aggregation_numeric"", ""audit_reconciliation"", ""expression_mapping"", ""presentation_table"", ""repairability_review""]",aggregation_numeric,python,command-r-plus-sqlbench:latest,4,False,0.0,strict,True,1.0,False,707.257653617009
0.0,0.17677669529663684,0.3111111111111111,0.05499719409228702,3,pass4.query3,extra_hard,0.0,"[""audit_reconciliation"", ""decision_support"", ""expression_mapping"", ""presentation_table"", ""repairability_review""]",decision_support,python,command-r-plus-sqlbench:latest,4,False,0.0,strict,True,1.0,False,527.8933339759824
0.0,0.0,0.44999999999999996,0.0,3,pass4.query4,extra_hard,0.0,"[""audit_reconciliation"", ""decision_support"", ""expression_mapping"", ""presentation_table"", ""repairability_review""]",decision_support,python,command-r-plus-sqlbench:latest,4,False,0.0,strict,True,1.0,False,297.79095627501374
0.0,0.03657448868206284,0.464,0.016970562748477157,3,pass4.query5,extra_hard,0.0,"[""audit_reconciliation"", ""expression_mapping"", ""presentation_table"", ""repairability_review""]",expression_mapping,python,command-r-plus-sqlbench:latest,4,False,0.0,strict,True,1.0,False,454.54917872400256
0.0,0.16812329063176662,0.47666666666666674,0.08013876853447544,3,pass4.query6,extra_hard,0.0,"[""audit_reconciliation"", ""decision_support"", ""expression_mapping"", ""presentation_table"", ""repairability_review""]",decision_support,python,command-r-plus-sqlbench:latest,4,False,0.0,strict,True,1.0,False,456.8323950099875
0.0,0.0,0.0,0.0,3,pass4.query7,extra_hard,0.0,"[""audit_reconciliation"", ""expression_mapping"", ""orphan_key_audit"", ""presentation_table"", ""repairability_review""]",orphan_key_audit,python,command-r-plus-sqlbench:latest,4,False,0.0,strict,True,1.0,False,543.1195128239924
0.0,0.12856486930664496,0.501984126984127,0.06453752367972455,3,pass4.query8,extra_hard,0.0,"[""audit_reconciliation"", ""expression_mapping"", ""presentation_table"", ""repairability_review""]",presentation_table,python,command-r-plus-sqlbench:latest,4,False,0.0,strict,True,1.0,False,1525.387113376928
0.0,0.02772967769359008,0.6375000000000001,0.017677669529663678,3,pass4.query9,extra_hard,0.0,"[""audit_reconciliation"", ""decision_support"", ""expression_mapping"", ""presentation_table"", ""repairability_review""]",decision_support,python,command-r-plus-sqlbench:latest,4,False,0.0,strict,True,1.0,False,360.5262549240142
0.0,0.0,0.6999999999999998,0.0,3,pass5.query1,extreme_hard,0.0,"[""decision_support"", ""expression_transform"", ""ranking_and_priority"", ""statistical_summary""]",expression_transform,python,command-r-plus-sqlbench:latest,5,False,0.0,strict,True,1.0,False,1008.7974716810277
0.0,0.13560951967961182,0.48666666666666675,0.06599663291074444,3,pass5.query10,extreme_hard,0.0,"[""decision_support"", ""expression_transform"", ""ranking_and_priority"", ""statistical_summary""]",statistical_summary,python,command-r-plus-sqlbench:latest,5,False,0.0,strict,True,1.0,False,758.4861071730265
0.0,0.18033282756433885,0.5183475783475783,0.09347508446454646,3,pass5.query2,extreme_hard,0.0,"[""decision_support"", ""expression_transform"", ""ranking_and_priority"", ""statistical_summary""]",expression_transform,python,command-r-plus-sqlbench:latest,5,False,0.0,strict,True,1.0,False,1369.832942567009
0.0,0.0,0.17499999999999996,0.0,3,pass5.query3,extreme_hard,0.0,"[""decision_support"", ""expression_transform"", ""ranking_and_priority"", ""statistical_summary""]",statistical_summary,python,command-r-plus-sqlbench:latest,5,False,0.0,strict,True,1.0,False,698.086855681031
0.0,0.0,0.6999999999999998,0.0,3,pass5.query4,extreme_hard,0.0,"[""decision_support"", ""expression_transform"", ""ranking_and_priority"", ""statistical_summary""]",statistical_summary,python,command-r-plus-sqlbench:latest,5,False,0.0,strict,True,1.0,False,504.67779497400625
0.0,0.0,0.2333333333333333,0.0,3,pass5.query5,extreme_hard,0.0,"[""decision_support"", ""expression_transform"", ""ranking_and_priority"", ""statistical_summary""]",decision_support,python,command-r-plus-sqlbench:latest,5,False,0.0,strict,True,1.0,False,659.1642853849917
