pass,case_id,query,short_name,issue_code,issue_label,attempts_with_issue,attempt_pct,example_models
4,pass4.query8,Q8,Final presentation table,q8_leaked_reference_or_incomplete,"Leaked reference, incomplete-chain, or orphan fact rows.",39,1.0,"CodeLlama 70B, Command R+, DBRX, DeepSeek Coder 33B"
4,pass4.query8,Q8,Final presentation table,q8_wrong_expression_or_log,Mapped matched_expr_count or log2_matched_expr incorrectly.,36,0.9230769230769231,"CodeLlama 70B, Command R+, DBRX, DeepSeek Coder 33B"
4,pass4.query9,Q9,Pathway reliability summary,q9_wrong_vaf,Miscomputed mean_vaf.,39,1.0,"CodeLlama 70B, Command R+, DBRX, DeepSeek Coder 33B"
4,pass4.query9,Q9,Pathway reliability summary,q9_wrong_expression,Miscomputed mean_matched_expr.,39,1.0,"CodeLlama 70B, Command R+, DBRX, DeepSeek Coder 33B"
4,pass4.query9,Q9,Pathway reliability summary,q9_wrong_counts_or_rate,Miscomputed call_count or non_reference_rate.,39,1.0,"CodeLlama 70B, Command R+, DBRX, DeepSeek Coder 33B"
4,pass4.query10,Q10,Repairability audit,q10_call6_status_wrong,Misclassified call_id 6 / V5; it should be MISSING_GENE and repairable.,31,0.7948717948717948,"Command R+, DBRX, DeepSeek Coder 33B, Gemma 4 26B"
4,pass4.query10,Q10,Repairability audit,q10_repairable_flags_wrong,Set repairable_by_human incorrectly for complete-chain or missing rows.,19,0.48717948717948717,"CodeLlama 70B, Command R+, DBRX, DeepSeek Coder 33B"
4,pass4.query10,Q10,Repairability audit,q10_call8_status_wrong,Misclassified call_id 8 / S999; it should be MISSING_SAMPLE and repairable.,5,0.1282051282051282,"DBRX, Gemma 4 26B, Phi-4 Mini"
5,pass5.query1,Q1,Sample expression features,q1_wrong_log2_transform,Miscomputed one or more log2(expr + 1) marker features.,39,1.0,"CodeLlama 70B, Command R+, DBRX, DeepSeek Coder 33B"
5,pass5.query1,Q1,Sample expression features,q1_wrong_ratio,Miscomputed ndh_module_ratio.,39,1.0,"CodeLlama 70B, Command R+, DBRX, DeepSeek Coder 33B"
5,pass5.query1,Q1,Sample expression features,q1_wrong_sample_set,Returned the wrong sample set for sample_dim-only feature engineering.,11,0.28205128205128205,"CodeLlama 70B, DeepSeek Coder 33B, Mixtral 8x22B, Qwen 2.5 Coder 32B"
5,pass5.query1,Q1,Sample expression features,q1_wrong_tissue,Mismapped sample tissue labels.,1,0.02564102564102564,DBRX
5,pass5.query2,Q2,Expression-weighted VAF,q2_wrong_call_set,Returned the wrong complete-chain matched call set.,39,1.0,"CodeLlama 70B, Command R+, DBRX, DeepSeek Coder 33B"
5,pass5.query2,Q2,Expression-weighted VAF,q2_wrong_expr_mapping,Mapped matched_expr_count or log2_matched_expr incorrectly.,39,1.0,"CodeLlama 70B, Command R+, DBRX, DeepSeek Coder 33B"
5,pass5.query2,Q2,Expression-weighted VAF,q2_wrong_weighted_vaf,Miscomputed expr_weighted_vaf.,39,1.0,"CodeLlama 70B, Command R+, DBRX, DeepSeek Coder 33B"
5,pass5.query2,Q2,Expression-weighted VAF,q2_leaked_incomplete_or_orphan,"Leaked incomplete-chain, orphan, or non-gold calls into the weighted VAF table.",37,0.9487179487179487,"CodeLlama 70B, Command R+, DBRX, DeepSeek Coder 33B"
5,pass5.query2,Q2,Expression-weighted VAF,q2_wrong_vaf,Miscomputed VAF.,8,0.20512820512820512,"CodeLlama 70B, DBRX, DeepSeek Coder 33B, Phi-4 Mini"
5,pass5.query3,Q3,Condition-gene statistics,q3_wrong_group_set,Returned the wrong condition-gene group set.,39,1.0,"CodeLlama 70B, Command R+, DBRX, DeepSeek Coder 33B"
5,pass5.query3,Q3,Condition-gene statistics,q3_leaked_incomplete_or_orphan,"Leaked incomplete-chain, orphan, or non-gold groups into condition-gene statistics.",39,1.0,"CodeLlama 70B, Command R+, DBRX, DeepSeek Coder 33B"
5,pass5.query3,Q3,Condition-gene statistics,q3_wrong_mean_or_median,Miscomputed mean or median matched expression.,37,0.9487179487179487,"CodeLlama 70B, Command R+, DBRX, DeepSeek Coder 33B"
5,pass5.query3,Q3,Condition-gene statistics,q3_wrong_pop_std,Miscomputed population standard deviation.,35,0.8974358974358975,"CodeLlama 70B, Command R+, DBRX, DeepSeek Coder 33B"
5,pass5.query3,Q3,Condition-gene statistics,q3_wrong_count,Miscomputed n_calls.,34,0.8717948717948718,"CodeLlama 70B, Command R+, DBRX, DeepSeek Coder 33B"
5,pass5.query4,Q4,Stress-control log2 delta,q4_wrong_stress_or_control_mean,Miscomputed stress/control mean log2 expression.,39,1.0,"CodeLlama 70B, Command R+, DBRX, DeepSeek Coder 33B"
5,pass5.query4,Q4,Stress-control log2 delta,q4_wrong_delta,Miscomputed stress-minus-control delta.,39,1.0,"CodeLlama 70B, Command R+, DBRX, DeepSeek Coder 33B"
5,pass5.query4,Q4,Stress-control log2 delta,q4_wrong_gene_set,Returned the wrong marker-gene set.,1,0.02564102564102564,Llama 3 70B
